Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Date,,,,,,
2021-12-01 00:00:00+00:00,1.132502794265747,1.132502794265747,1.1379153728485107,1.1231285333633423,1.1330032348632812,0
2022-01-01 00:00:00+00:00,1.1152374744415283,1.1152374744415283,1.148369312286377,1.1123347282409668,1.1375269889831543,0
2022-02-01 00:00:00+00:00,1.118105411529541,1.118105411529541,1.1494252681732178,1.1110494136810303,1.12291419506073,0
2022-03-01 00:00:00+00:00,1.1161835193634033,1.1161835193634033,1.1232168674468994,1.0808590650558472,1.1214659214019775,0
2022-04-01 00:00:00+00:00,1.0546298027038574,1.0546298027038574,1.1075423955917358,1.0472848415374756,1.1072357892990112,0
2022-05-01 00:00:00+00:00,1.0773539543151855,1.0773539543151855,1.078515887260437,1.0351966619491577,1.0546298027038574,0
2022-06-01 00:00:00+00:00,1.04465913772583,1.04465913772583,1.0770059823989868,1.0382598638534546,1.0734105110168457,0
2022-07-01 00:00:00+00:00,1.022704005241394,1.022704005241394,1.0477896928787231,0.9953616261482239,1.0477677583694458,0
2022-08-01 00:00:00+00:00,1.0025062561035156,1.0025062561035156,1.0369141101837158,0.9903146624565125,1.0208247900009155,0
2022-09-01 00:00:00+00:00,0.9829555749893188,0.9829555749893188,1.0196797847747803,0.954016387462616,1.003905177116394,0
2022-10-01 00:00:00+00:00,0.9955002665519714,0.9955002665519714,1.0094891786575317,0.9635953307151794,0.9804883003234863,0
2022-11-01 00:00:00+00:00,1.0324499607086182,1.0324499607086182,1.0496704578399658,0.9731224179267883,0.9886307716369629,0
2022-12-01 00:00:00+00:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0397928953170776,1.042535424232483,0
2023-01-01 00:00:00+00:00,1.0850694179534912,1.0850694179534912,1.0932546854019165,1.0485258102416992,1.0728462934494019,0
2023-02-01 00:00:00+00:00,1.0611205101013184,1.0611205101013184,1.102657437324524,1.0533522367477417,1.0860947370529175,0
2023-03-01 00:00:00+00:00,1.0904649496078491,1.0904649496078491,1.0928997993469238,1.052033543586731,1.0577309131622314,0
2023-04-01 00:00:00+00:00,1.1128422021865845,1.1128422021865845,1.1128422021865845,1.078934907913208,1.0871928930282593,0
2023-05-01 00:00:00+00:00,1.073306918144226,1.073306918144226,1.1212018728256226,1.06516695022583,1.1010911464691162,0
2023-06-01 00:00:00+00:00,1.0868029594421387,1.0868029594421387,1.1011154651641846,1.0664163827896118,1.0695186853408813,0
2023-07-01 00:00:00+00:00,1.1024264097213745,1.1024264097213745,1.1275737285614014,1.083435297012329,1.0918222665786743,0
2023-08-01 00:00:00+00:00,1.0932546854019165,1.0932546854019165,1.1058399677276611,1.076669692993164,1.0997591018676758,0
2023-09-01 00:00:00+00:00,1.0587612390518188,1.0587612390518188,1.0880801677703857,1.049185872077942,1.0844104290008545,0
2023-10-01 00:00:00+00:00,1.061503529548645,1.061503529548645,1.0690499544143677,1.0449867248535156,1.0587612390518188,0
2023-11-01 00:00:00+00:00,1.0973695516586304,1.0973695516586304,1.1016855239868164,1.0522881746292114,1.0579099655151367,0
2023-12-01 00:00:00+00:00,1.1055831909179688,1.1055831909179688,1.113945484161377,0.9191175699234009,1.0892059803009033,0
