Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Date,,,,,,
2019-01-01 00:00:00+00:00,1.1487650871276855,1.1487650871276855,1.157139539718628,1.1305822134017944,1.1494252681732178,0
2019-02-01 00:00:00+00:00,1.1380189657211304,1.1380189657211304,1.1488442420959473,1.1234945058822632,1.145081877708435,0
2019-03-01 00:00:00+00:00,1.1233052015304565,1.1233052015304565,1.1439945697784424,1.1186057329177856,1.137255311012268,0
2019-04-01 00:00:00+00:00,1.1185182332992554,1.1185182332992554,1.132502794265747,1.1121737957000732,1.1223469972610474,0
2019-05-01 00:00:00+00:00,1.1131147146224976,1.1131147146224976,1.126341700553894,1.1109507083892822,1.1218308210372925,0
2019-06-01 00:00:00+00:00,1.1390948295593262,1.1390948295593262,1.141396164894104,1.1162209510803223,1.119996428489685,0
2019-07-01 00:00:00+00:00,1.1157974004745483,1.1157974004745483,1.1367511749267578,1.110383152961731,1.1363636255264282,0
2019-08-01 00:00:00+00:00,1.1012003421783447,1.1012003421783447,1.131298542022705,1.0987199544906616,1.1072235107421875,0
2019-09-01 00:00:00+00:00,1.0942714214324951,1.0942714214324951,1.1158223152160645,1.088767170906067,1.1012003421783447,0
2019-10-01 00:00:00+00:00,1.1154489517211914,1.1154489517211914,1.118067979812622,1.0881510972976685,1.0899182558059692,0
2019-11-01 00:00:00+00:00,1.1019999980926514,1.1019999980926514,1.119444727897644,1.0982855558395386,1.1156107187271118,0
2019-12-01 00:00:00+00:00,1.120229721069336,1.120229721069336,1.1241008043289185,1.1003763675689697,1.1019102334976196,0
2020-01-01 00:00:00+00:00,1.1029127836227417,1.1029127836227417,1.1228384971618652,1.0993238687515259,1.1220825910568237,0
2020-02-01 00:00:00+00:00,1.1030004024505615,1.1030004024505615,1.1096094846725464,1.0779578685760498,1.1096094846725464,0
2020-03-01 00:00:00+00:00,1.1030466556549072,1.1030466556549072,1.1495838165283203,1.0654505491256714,1.1028094291687012,0
2020-04-01 00:00:00+00:00,1.087725043296814,1.087725043296814,1.1037527322769165,1.0727657079696655,1.1028155088424683,0
2020-05-01 00:00:00+00:00,1.1110000610351562,1.1110000610351562,1.114466905593872,1.0767507553100586,1.0944750308990479,0
2020-06-01 00:00:00+00:00,1.1247202157974243,1.1247202157974243,1.1400169134140015,1.1101489067077637,1.1114568710327148,0
2020-07-01 00:00:00+00:00,1.1872254610061646,1.1872254610061646,1.1907994747161865,1.1189186573028564,1.123368263244629,0
2020-08-01 00:00:00+00:00,1.1918240785598755,1.1918240785598755,1.1965157985687256,1.1701380014419556,1.178000569343567,0
2020-09-01 00:00:00+00:00,1.1742050647735596,1.1742050647735596,1.2011290788650513,1.1613458395004272,1.1939157247543335,0
2020-10-01 00:00:00+00:00,1.1676785945892334,1.1676785945892334,1.1882128715515137,1.1643069982528687,1.1723741292953491,0
2020-11-01 00:00:00+00:00,1.1971460580825806,1.1971460580825806,1.2002063989639282,1.1607661247253418,1.1678996086120605,0
2020-12-01 00:00:00+00:00,1.2299896478652954,1.2299896478652954,1.230950951576233,1.1935994625091553,1.1937732696533203,0
2021-01-01 00:00:00+00:00,1.213900089263916,1.213900089263916,1.2350252866744995,1.205545425415039,1.217285394668579,0
2021-02-01 00:00:00+00:00,1.2073606252670288,1.2073606252670288,1.224155068397522,1.1953572034835815,1.2122827768325806,0
2021-03-01 00:00:00+00:00,1.1723604202270508,1.1723604202270508,1.2110495567321777,1.1704530715942383,1.2090904712677002,0
2021-04-01 00:00:00+00:00,1.2127091884613037,1.2127091884613037,1.215214490890503,1.1714814901351929,1.1728966236114502,0
2021-05-01 00:00:00+00:00,1.2190067768096924,1.2190067768096924,1.2267003059387207,1.198724627494812,1.202099323272705,0
2021-06-01 00:00:00+00:00,1.1901928186416626,1.1901928186416626,1.2254151105880737,1.1845815181732178,1.223406195640564,0
2021-07-01 00:00:00+00:00,1.1867802143096924,1.1867802143096924,1.1911001205444336,1.175364375114441,1.1855363845825195,0
2021-08-01 00:00:00+00:00,1.1796904802322388,1.1796904802322388,1.190199851989746,1.1664936542510986,1.186760425567627,0
2021-09-01 00:00:00+00:00,1.1601601839065552,1.1601601839065552,1.1907596588134766,1.1570056676864624,1.1811953783035278,0
2021-10-01 00:00:00+00:00,1.156136155128479,1.156136155128479,1.1693171262741089,1.1530168056488037,1.1574207544326782,0
2021-11-01 00:00:00+00:00,1.1293437480926514,1.1293437480926514,1.1617100238800049,1.1187809705734253,1.1559356451034546,0
